URL;Aanmaken;Account;Adres;Afhalen;Afleveren;Bestel;Bestellen;Bestellingen;Betalen;Bevestiging;Bezorging;Inloggen;Klanten;Kom langs;Koop;Kopen;Maten;Ontvangen;Openingstijden;Ophalen;Order;Product;Producten;Servers;Shop;Showroom;Thuiswinkel;Versturen;Verzenden;Verzending;Verzendkosten;Vestiging;Vestigingen;Wachtwoord;Web;Winkel;Winkelmand;Winkels;Winkelwagen;Zaterdag;Zoeken;WordCount;PageCount
http://www.123tijdschrift.nl;0;238;52;0;0;1238;58;1;5;27;3;0;136;0;78;4;1;38;0;0;187;142;7;0;5;0;0;1;0;2;1;28;0;0;123;3;0;1;0;36;0;228095;119
http://www.actievandedag.nl;2;491;17;0;0;16;2;2;27;69;0;179;212;0;18;34;3;8;72;0;125;163;120;0;76;0;0;0;2;4;5;69;1;16;349;8;0;2;0;12;5;64297;57
http://www.afuture.nl;1;28;24;32;1;225;185;2;4;2;0;30;43;0;12;2;0;11;5;0;28;68;30;2;0;0;0;0;22;4;4;2;0;9;16;12;0;0;10;7;5;12262;26
http://www.albelli.nl;2;670;327;0;2;145;21;8;15;3;16;160;277;0;1;0;35;5;6;2;1068;939;471;0;93;0;0;4;9;3;374;3;0;16;532;657;495;0;162;3;89;158174;82
http://www.allecondooms.nl;1;1;11;7;9;1320;59;118;262;5;13;0;527;0;244;175;52;8;4;3;131;612;166;0;48;4;144;3;1;132;46;7;0;0;27;667;3;2;480;0;4;83680;114
http://www.allekabels.nl;0;5884;12;0;0;2936;955;0;0;984;0;8;4890;0;1022;0;3;0;0;0;1959;12914;7899;0;0;0;0;0;0;0;0;984;0;16;1958;41425;0;0;41407;0;1;2886456;986
http://www.allergieshop.nl;0;1785;1530;0;0;1020;255;0;0;0;255;255;255;0;766;0;0;0;765;510;765;10455;255;0;10968;0;255;0;0;0;255;0;0;510;0;1528;0;0;763;0;510;1038766;255
http://www.allergiewinkel.nl;0;154;0;0;0;1240;77;77;94;2;78;154;366;0;13;31;3;0;0;0;0;1173;116;0;318;233;0;0;0;94;0;2;0;0;156;52;0;1;50;5;2;119237;117
http://www.allergiezorg.nl;0;529;1056;1;0;883;354;0;178;0;355;0;531;0;0;0;0;0;529;352;528;709;357;0;0;0;353;0;1;0;177;0;0;352;177;529;0;0;176;0;176;320121;177
http://www.alleslingerie.nl;6;1796;2389;297;0;2206;604;304;11;5;632;302;310;0;15;1;346;5;592;592;1495;4358;933;0;713;0;0;0;1;2;8;5;0;598;886;3051;0;0;2296;43;1193;1017404;299
http://www.allesvooruwvloer.nl;0;510;408;0;0;306;102;0;204;0;0;0;102;0;0;0;0;0;0;0;0;612;306;0;0;0;204;0;0;102;0;0;0;510;102;1122;0;0;918;0;204;121992;102
http://www.alletheorieboeken.nl;0;306;306;0;0;1224;153;0;459;0;0;306;306;0;0;0;0;0;0;0;1224;8262;459;0;2295;0;0;0;0;0;0;0;0;306;918;2754;0;0;2601;0;153;456161;154
http://www.allezadenkopen.nl;0;104;26;0;7;459;289;53;48;3;2;0;53;0;53;387;5;14;1;0;80;164;114;0;38;0;71;0;2;51;84;5;0;0;93;103;8;0;17;0;23;38045;52
http://www.allpax.nl;470;472;23;0;7;64;2;2;7;4;3;143;39;0;14;2;1;9;0;1;7;81;41;1;37;0;59;0;1;2;159;6;0;337;73;431;0;1;368;0;0;41424;39
http://www.allsecur.nl;0;11;36;0;0;0;0;0;64;2;0;62;82;0;38;43;3;3;4;0;54;52;44;0;8;0;0;6;0;0;0;2;0;9;95;0;0;0;0;2;4;54705;48
http://www.altijdlekkervlees.nl;0;156;130;1;7;390;61;9;104;5;19;48;52;0;19;19;3;22;0;0;258;318;127;0;3;0;27;2;0;2;3;7;0;183;70;100;47;0;7;1;86;85977;42
http://www.antratek.nl;2;69;65;0;0;327;17;1;44;0;33;32;29;0;58;1;0;1;0;0;115;379;153;0;30;0;5;0;0;33;23;0;0;62;100;60;0;0;46;0;42;61877;29
http://www.avantisport.nl;0;47;6;0;0;17;1;0;9;0;0;27;50;0;3;0;0;1;0;8;1;110;33;0;482;0;0;0;0;0;50;0;0;8;54;70;1;1;62;0;8;24760;24
http://www.bakgoed.nl;0;630;628;26;7;957;2;12;457;12;18;0;0;0;2194;0;1;6;0;0;831;1929;253;1;208;0;0;0;227;454;17;14;0;414;658;2076;0;0;1550;25;421;697863;207
http://www.bbeachi.nl;0;13;3;0;0;15;0;0;0;0;0;39;0;0;57;0;0;1;0;4;31;169;34;13;41;0;0;0;0;0;15;0;0;0;113;87;0;0;40;0;3;12198;13
http://www.beenmode.nl;1;222;19;0;7;365;53;10;117;5;5;108;365;0;33;85;291;9;0;0;8;470;355;0;283;0;29;3;4;251;15;7;0;0;234;312;151;1;109;3;295;139654;108
http://www.bol.com;2;3663;1060;0;0;2689;644;278;85;32;1872;274;1235;0;1143;681;179;2;0;203;3524;13354;188;0;237;0;274;1;1;427;80;34;0;1;1612;3004;0;5;1648;15;174;715821;432
http://www.cameranu.nl;3;2015;63;9;9;12368;57;27;68;157;23;8;3018;0;217;577;657;25;1139;8;2219;4129;2808;0;2139;0;23;25;595;683;17;158;14;5;635;1281;572;7;0;1161;19;1561746;588
http://www.cheaptickets.nl;0;4235;69;0;0;0;0;0;0;146;0;146;24;0;13;4;0;0;0;0;33;1753;1;0;733;0;438;0;0;0;0;146;0;0;2744;438;0;0;0;0;72;61506;81
http://www.condoom-anoniem.nl;0;128;196;130;7;724;666;3;449;2;3;126;256;0;38;167;148;10;0;1;11;1026;65;0;19;0;92;1;383;475;9;3;0;0;530;1033;0;0;879;0;0;172668;127
http://www.deonlinedrogist.nl;0;176;88;0;0;515;127;4;0;0;1;176;450;0;2;103;0;0;0;0;3;367;226;0;262;0;176;0;0;402;180;0;0;0;560;932;0;0;692;0;1;118112;88
http://www.essent.nl;0;74;83;0;0;3;0;0;6;5;0;61;165;0;10;5;0;12;0;3;46;54;46;0;8;0;0;6;0;0;0;5;0;32;64;1;0;0;0;2;8;25541;51
http://www.etsy.com/shop/jessiestyle;0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;13529;33;0;11;930;0;0;0;0;0;0;0;0;0;4256;0;0;0;0;0;0;437829;838
http://www.hackerstore.nl;1;2;25;0;0;151;100;10;10;24;1;98;1;0;7;8;3;13;0;4;7;36;7;3;913;0;0;13;0;3;5;24;0;6;45;104;0;0;103;0;7;96339;98
http://www.hobbyelectronica.nl/info/contact;0;199;2;1;0;99;0;1;98;0;0;0;0;0;0;0;0;98;0;0;196;1318;294;0;99;0;0;1;300;0;0;0;0;0;1275;1474;98;0;101;0;196;71575;98
http://www.hotelSpecials.nl;0;0;2;0;0;0;0;0;149;0;0;0;301;0;5;148;0;148;0;0;2073;149;0;0;4;0;0;0;0;0;0;0;0;0;890;3;0;2;0;0;0;171052;150
http://www.hotels.nl;0;546;2;0;0;0;0;0;4;4;0;0;12;0;14;0;0;6;14;0;1366;131;6;2;209;0;0;0;0;0;0;4;0;0;823;2;0;0;2;2;2;243872;97
http://www.ibood.com/nl/nl;3;82;72;0;4;213;37;22;20;20;2;11;18;0;27;27;5;26;0;1;8;187;28;1;39;0;0;9;9;28;18;21;1;8;81;9;5;0;4;1;6;35428;37
http://www.inshared.nl;0;4;6;0;0;0;0;0;4;0;0;8;12;0;14;0;0;0;0;0;0;10;0;0;0;0;4;0;20;0;0;0;0;0;20;6;0;0;0;0;26;8192;60
http://www.kiwi-electronics.nl;0;4;10;1;0;1820;1767;8;1;225;1;219;219;0;0;0;0;7;6;5;1;2874;222;0;9;18;0;0;4;21;3;225;0;0;446;221;0;0;219;2;1;202407;221
http://www.knijpertjes.nl;0;112;112;0;0;112;0;0;56;0;0;56;112;0;0;0;0;0;0;0;112;168;56;0;112;0;0;0;0;0;0;0;0;112;56;168;0;0;112;0;0;72576;56
http://www.landal.nl;0;331;10;1;0;5;1;0;6;20;0;1;0;0;6;4;0;8;1;119;277;5;5;0;84;0;2;1;1;0;0;20;0;0;2195;212;0;6;0;25;21;387893;167
http://www.maxict.nl;0;11685;1882;1816;0;3736;1819;49;1846;70;0;1811;20213;0;4862;1821;1880;21;2;0;10993;26459;18442;5487;3725;1;1;1809;1906;21;126;70;0;5;11199;20366;0;4;20354;5;7239;9815478;1818
http://www.monuta.nl;2;5;11;0;0;0;0;0;8;0;0;0;2;0;1;2;0;4;0;0;0;11;10;0;0;0;0;0;0;0;0;6;3;0;15;0;0;0;0;0;47;16316;42
http://www.motorkleding.nl;0;143;5;5;0;68;46;0;14;1;0;136;216;0;2;6;15;11;0;0;5;1408;105;0;512;0;5;0;0;5;8;1;0;8;68;293;0;0;207;0;76;70459;68
http://www.online-shoppen-nederland.nl;0;1;85;0;0;33;20;0;1;0;0;0;14;0;32;78;3;90;2;3;926;186;123;3;2191;2;0;3;86;0;0;0;0;0;2149;1016;3;405;0;86;23;147258;87
http://www.online-store.nl/;4;9;128;1;7;1162;295;12;415;36;3;176;117;0;217;28;2;23;0;2;11;477;62;2;851;0;0;37;9;7;105;37;0;7;382;743;5;4;463;3;114;81703;85
http://www.onlinemakeup.nl;3;1270;640;2;0;923;126;10;1302;8;1264;630;3160;0;3927;714;2;6;0;1;5;7014;2995;1;746;0;0;28;6;1304;627;8;0;639;1385;9308;3;8;7355;5;1269;1220625;627
http://www.otto.nl;57;456;636;117;28;2334;393;81;922;40;82;179;506;0;253;84;162;220;38;174;284;1543;668;0;1373;0;164;38;0;623;100;45;21;193;427;631;0;27;292;19;74;265636;83
http://www.parfumswinkel.nl;3;692;1883;1;11;2260;496;14;937;3;7;920;1192;0;391;206;2;28;457;461;933;2770;1346;0;65;0;1178;0;10;472;242;6;0;697;298;5297;246;241;228;1;23;716986;229
http://www.raamtekening.nl;0;1;2;0;0;357;44;0;1;1;0;88;0;0;52;4;0;0;0;0;2;104;11;0;467;0;0;1;0;0;4;1;0;0;92;412;0;0;180;0;49;16047;44
http://www.realdutchfood.com;0;240;281;0;0;1739;1327;8;129;0;0;117;240;0;47;11;2;3;0;0;336;5044;4832;0;15;0;0;8;244;8;479;0;0;234;140;296;6;0;276;0;153;346629;118
http://www.redcoon.nl;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;8;0;0;0;0;0;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;748;4
http://www.reisartikelen.nl;0;576;1008;0;0;728;0;0;0;0;0;144;1008;0;0;0;0;0;288;288;432;2304;864;0;580;0;0;0;144;152;0;0;0;720;432;1008;0;0;576;0;140;274308;144
http://www.rentalcars.com;2;3581;839;3;117;2;0;0;17;5;0;4;206;0;98;8;5;3;50;35;17348;30;3;1;8;0;0;2;0;0;0;5;0;229;3418;8;0;1;0;81;25;1619705;116
http://www.sieradenshop.nl;0;2;31;0;0;66;61;2;113;0;1;1;179;0;79;6;3;0;15;0;0;54;6;0;508;0;0;0;0;80;0;15;0;63;204;174;31;0;0;30;0;19274;46
http://www.sliponline.nl;1;11;1;0;0;7;4;1;5;0;0;5;1;0;1;2;6;0;0;0;0;4;2;0;0;0;0;0;0;0;1;0;0;3;2;3;0;0;1;0;0;820;132
http://www.sneakershop.nl;112;787;673;0;0;341;112;0;112;0;0;112;112;0;0;0;0;0;224;224;113;336;221;0;931;0;0;0;0;0;0;0;0;112;117;448;0;0;448;0;333;105518;114
http://www.sneltoner.nl;0;103;25;0;7;211;115;14;94;2;3;3;281;0;65;7;0;11;1;0;6;87;33;0;7;0;29;0;3;3;1;4;0;36;34;100;67;0;0;0;1;27303;149
http://www.spartoo.nl;1593;6568;3260;1;11;3595;42;28;21;4;8;0;1760;0;2013;80;125158;28;0;3;54;67386;6534;0;8598;4;26;2;0;6;19;8;0;3201;3669;3720;1735;286;1;2;48;10087974;1677
http://www.stropdas-mode.nl;0;0;2;0;0;0;0;0;0;0;0;0;0;0;17;73;2;0;1;0;0;6;2;0;109;0;0;0;0;0;77;0;0;0;115;72;0;0;38;0;1;30459;58
http://www.stropdassenwinkel.nl;0;59;0;0;0;375;238;0;0;0;0;0;59;0;75;0;1;0;0;2;0;0;0;0;761;0;0;3;0;0;59;0;0;0;3;1817;0;118;0;0;166;75653;97
http://www.thuisbezorgd.nl;0;152;176;2;0;1214;1148;0;74;0;10;0;7;0;10;0;0;1;0;0;27;0;0;4;0;0;0;0;1;0;0;0;0;0;272;7;1;0;0;0;2;55222;82
http://www.trendyspeelgoed.nl;2;102;160;14;0;373;54;39;125;3;0;4;504;1;346;8;3;1;4;1;127;1403;112;0;254;0;0;23;33;130;69;3;0;10;790;839;277;8;0;1;10;144067;119
http://www.vakantieveilingen.nl;217;48;187;0;0;12;6;0;92;175;1;221;476;0;61;10;0;5;19;0;237;1078;802;0;493;0;0;0;0;2;1;175;174;3;45;5;0;2;0;12;6;204290;214
http://www.vanallesenmeer.nl;0;233;9;0;0;1355;336;113;115;2;1;1;116;0;23;25;0;2;0;8;487;1685;428;112;452;0;0;0;114;233;455;2;0;7;1013;562;0;1;225;0;6;164139;112
http://www.versio.nl;22;53;41;0;0;131;88;0;121;0;1;5;381;0;43;7;0;1;2;1;2;146;136;39;56;0;0;2;2;0;0;0;0;5;785;64;60;0;3;0;67;48910;60
http://www.videoland.com;0;148;0;0;0;0;0;0;0;0;0;74;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9388;74
http://www.vliegtickets.nl;1;17;92;0;7;11;0;2;37;14;2;138;286;0;141;9;1;16;11;278;204;259;33;3;8;0;129;0;1;1;0;16;0;1;169;161;0;5;1;7;87;105090;67
http://www.vrijuit.nl;456;1140;1417;0;0;2;0;0;36;2;0;684;899;0;7;259;2;0;8;231;320;238;233;0;3;0;0;233;0;0;0;2;0;1152;2856;30;0;24;0;47;955;849103;243
http://www.waterfilterexpert.nl/;0;3;1;1372;0;2442;2413;3;688;1;0;687;1373;0;1380;697;694;1;0;0;0;4507;3444;0;686;0;0;1;6;1;2067;1;0;0;0;2752;1;0;686;0;0;375117;686
http://www.weekendjeweg.nl;0;59;112;0;0;7;5;0;0;0;0;0;0;0;63;0;0;0;0;0;2;0;0;0;59;0;0;1;0;0;0;0;0;0;1;59;0;0;0;0;1;19793;59
