URL;Aanmaken;Account;Adres;Afhalen;Afleveren;Bestel;Bestellen;Bestellingen;Betalen;Bevestiging;Bezorging;Inloggen;Klanten;Kom langs;Koop;Kopen;Maten;Ontvangen;Openingstijden;Ophalen;Order;Product;Producten;Servers;Shop;Showroom;Thuiswinkel;Versturen;Verzenden;Verzending;Verzendkosten;Vestiging;Vestigingen;Wachtwoord;Web;Winkel;Winkelmand;Winkels;Winkelwagen;Zaterdag;Zoeken;WordCount;PageCount
http://www.wehkamp.nl;53;159;11;69;2;209;18;60;85;5;18;106;179;0;20;55;320;9;1;11;92;678;8;17;337;0;53;0;0;1;115;5;0;34;234;96;12;1;0;14;2;63397;53
http://www.zalando.nl;0;993;737;0;0;985;4;241;2;3;1;974;714;0;238;254;876;1;0;2;864;1395;211;0;10198;0;0;483;241;258;1;3;0;974;3383;269;3;4;251;0;1;400161;241
http://www.allrisk-verzekering.nl;0;0;14;0;0;0;0;0;2;0;0;0;12;0;4;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;14;3;3652;21
http://www.amazingcakes.nl;0;0;11;9;0;3660;3257;314;29;1;9;0;5;0;12;5;44;17;333;5;85;354;8;0;1655;0;0;0;60;5;30;2;0;0;3880;4684;0;0;1171;72;316;374236;288
http://www.amazon.com;0;750;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1570;794;0;8;958;0;0;0;0;0;0;0;0;0;747;0;0;0;0;0;0;238154;102
http://www.america-today.com;0;177;0;354;0;177;177;0;177;0;174;0;0;0;0;0;0;0;0;0;354;9;0;0;0;0;0;0;174;0;0;0;0;0;885;0;0;0;0;0;0;245271;177
http://www.amsklokken.nl;1;169;400;10;7;498;113;4;154;14;2;1;66;0;32;12;4;26;105;104;391;517;107;0;52;111;23;1;111;168;62;16;1;104;215;165;1;55;67;0;55;137257;52
http://www.angelascupcakefactory.nl;0;23;36;0;0;131;60;0;92;0;0;23;0;12;46;0;12;0;34;12;299;58;35;0;175;0;0;0;46;0;12;0;0;0;279;141;59;0;23;0;11;34819;23
http://www.anwb.nl/webwinkel;16;30;18;0;0;10;3;0;15;0;0;14;1;0;3;28;0;0;0;0;4;31;16;0;8;0;0;0;0;0;1;0;0;2;96;105;0;37;0;0;2;11838;15
http://www.apple.com/nl/;0;133;0;0;0;181;120;0;1;0;0;0;2;0;66;121;0;1;0;0;5;16;13;0;180;0;0;0;0;1;0;0;0;8;52;60;0;0;0;0;66;18015;60
http://www.badkamer.nl;0;0;27;0;7;353;3;200;9;10;2;0;7;0;120;25;17;16;202;0;11;455;166;0;13;320;24;1;2;1;101;14;0;0;38;234;206;0;0;6;4;87090;99
http://www.batavus.nl;0;0;37;1;0;12;7;0;0;4;0;1;2;0;79;16;16;12;0;1;26;20;5;0;206;112;0;0;1;0;0;4;1;0;1849;904;0;260;1;2;176;119552;93
http://www.bcc.nl;0;5;37;998;3;597;232;14;55;13;121;0;284;0;198;98;19;3;6;0;1577;6889;424;0;305;0;6;3;6;3;5;20;6;0;82;3304;0;865;1488;17;158;357277;130
http://www.blokker.nl;0;1;1361;0;0;2190;213;0;0;13;1669;10;443;0;109;46;28;6;0;2;11209;30943;271;0;3701;0;0;0;191;0;0;213;3;0;237;5232;197;2071;2499;1644;405;1469057;215
http://www.boerenbond.nl;3;960;103;2;0;6390;375;240;522;6;3;244;5;0;135;118;636;13;12;244;1009;4624;3842;0;859;0;2;0;6;257;242;6;0;11;875;3246;2;741;516;3;4;398073;238
http://www.c-and-a.com/nl/nl/shop/index.html;0;44;0;0;0;110;44;44;0;0;0;0;22;0;44;22;22;0;0;0;264;550;0;0;308;0;0;0;0;44;0;0;0;0;726;66;22;22;0;0;22;48994;22
http://www.centerparcs.nl;8;267;34;0;0;183;9;0;33;2;0;8;4;0;138;2;0;12;3;1;5;432;31;0;286;0;0;2;1;0;0;2;0;1;280;11;0;2;0;100;178;336639;128
http://www.cupcake-store.nl;512;1024;266;526;7;3611;3030;522;780;7;4;256;521;0;810;7;13;12;0;0;9;852;546;0;1012;0;0;4;267;517;268;8;0;512;7806;6250;1292;1;256;2;258;479756;257
http://www.debijenkorf.nl;93;1023;309;2;1;342;48;10;76;4;20;318;233;0;49;30;564;25;30;58;1018;10874;94;1;668;0;53;2;5;5;10;10;1;451;133;218;47;19;0;21;7;122096;57
http://www.decathlon.nl;9;523;908;21;11;611;50;211;163;6;114;94;385;0;177;198;42;26;0;9;1067;13759;156;10;446;0;116;2;0;119;14;32;21;387;3604;1571;1;182;389;2;19;413495;105
http://www.dell.nl;0;36;0;0;0;3;0;1;0;0;0;0;0;0;0;1;0;0;0;0;110;84;64;25;3;0;0;0;0;0;0;0;0;0;13;3;0;0;0;0;1;7661;16
http://www.douglas.nl;0;86;326;309;0;1089;164;3;0;0;1;116;149;0;78;139;26;3;0;155;493;1053;340;0;1032;0;0;0;0;2;3;0;0;4;520;329;315;5;0;1;11;295755;209
http://www.euromaster.nl;0;12;128;1;0;17;1;0;6;4;3;3;84;0;141;310;5;6;78;0;236;19;16;0;1;0;0;0;0;0;1;234;167;0;596;425;0;0;1;1;14;94692;115
http://www.europcar.nl;4;187;43;5;0;101;2;0;15;13;0;4;51;0;34;2;0;3;69;30;13;78;72;0;14;0;0;0;1;0;0;513;324;8;370;0;0;0;0;4;14;100410;58
http://www.expert.nl;0;793;545;151;10;355;9;15;6;4;2;132;24;3;157;261;174;21;0;2;319;14975;912;0;1186;0;23;4;0;14;1;6;0;534;491;2036;5;792;136;17;322;554777;132
http://www.fietsenwinkel.nl;468;234;491;123;0;822;38;1;80;17;3;0;1067;15;352;101;6;34;29;14;941;7764;510;0;508;0;5;0;0;0;4;17;0;468;1411;5503;237;1134;2;760;247;794920;234
http://www.flavourites.nl;1;33;15;0;0;2;0;0;2;0;0;37;0;0;8;0;1;8;0;0;10;52;35;0;323;0;0;5;0;0;0;0;0;3;314;18;0;2;0;0;2;10400;22
http://www.fonq.nl;0;129;12;1;7;881;76;69;98;4;80;130;336;1;117;34;7;11;1;2;17;1429;220;0;295;213;24;0;1;82;3;6;0;2;147;89;2;2;54;7;3;112289;117
http://www.frontrunner.nl/;44;60;23;2;7;388;154;5;180;2;10;95;200;0;112;7;34;4;45;3;90;108;28;0;165;0;0;0;8;46;3;3;1;6;64;280;0;155;51;12;48;56757;52
http://www.gamma.nl;1;10;23;2;0;179;16;11;9;1;10;50;13;0;84;21;2;2;62;4;11;3999;170;0;19;0;4;0;1;0;0;4;0;2;200;53;0;3;38;7;271;73927;45
http://www.gazelle.nl;0;2;179;3;0;50;28;0;2;2;0;0;2;1;0;3;1;3;3;1;3;13;3;2;0;1;0;0;0;0;0;3;0;0;77;71;27;12;0;5;6;46995;148
http://www.hema.nl;1;726;30;9652;1;395;47;42;379;3;4;713;1476;0;14;12;5100;8;22;21;30;538;37;1;10837;0;353;14;0;0;377;3;0;0;3265;19747;37;14;0;368;17;1127086;381
http://www.hipandgreen.com;0;721;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4788;1754;0;0;729;0;0;0;0;0;0;0;0;0;327;0;0;0;0;0;0;133519;35
http://www.hm.com/nl;0;0;0;0;0;57;26;5;0;0;0;3;8;0;1;26;0;0;0;0;32;981;23;0;984;0;0;0;0;0;0;0;0;0;6;30;0;26;0;0;0;24852;26
http://www.hunkemoller.nl;252;126;759;126;0;751;248;0;375;0;0;0;380;0;5;0;127;0;0;126;253;1513;504;0;1012;0;127;0;128;127;0;0;0;252;1636;1766;752;128;0;1;0;354339;127
http://www.iqstudio.nl/;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;4;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;10;1618;4
http://www.jeanscentre.nl;1;137;148;125;7;53;3;2;138;7;2;130;169;0;153;2;0;20;0;3;294;1965;193;0;135;0;21;0;252;3;9;9;0;5;249;754;87;383;1;1;5;116971;124
http://www.johnbeerens.com;8;1217;634;5;2;8772;97;15;48;4;616;1227;497;0;63;135;13;219;5;6;3070;3934;2430;0;1306;0;0;5;3;213;19;4;0;410;2317;921;1;5;408;13;458;897931;204
http://www.kijkshop.nl;1;27;1252;387;16;974;34;78;446;39;38;17;631;0;1059;208;11;73;310;28;621;1174;200;0;2477;0;26;1;6;46;339;47;6;14;448;2430;56;698;565;291;14;365480;285
http://www.koffiediscounter.nl;0;138;2787;4291;16;4107;3072;4;27;18;3;0;1988;7;683;218;82;9;2231;8;212192;50897;7468;0;15959;3999;139;277;2;841;416;19;0;0;46745;12426;10330;1;800;591;19;1506372;148
http://www.kruidvat.nl;0;270;276;791;0;2445;276;12;260;3;2;9;326;0;814;14;6;11;260;3;15;1031;969;0;24;0;260;0;0;0;261;5;0;11;78;5255;2519;827;0;5;1035;563838;261
http://www.kwik-fit.nl;0;7;57;0;0;46;9;0;40;0;0;2;386;12;63;24;10;6;4;0;0;218;112;1;86;0;0;1;0;0;0;619;344;4;232;90;0;0;87;166;6;105364;80
http://www.landal.com;0;355;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;181;4;0;0;1;0;0;0;0;0;0;0;0;0;1972;365;0;0;0;0;0;242829;177
http://www.leenbakker.nl;2;10;1072;222;8;1726;818;36;225;204;67;10;445;1;84;267;92;22;0;0;8677;27549;884;3;3478;0;220;2;175;1;0;208;1;0;286;3682;356;528;2041;232;366;1171249;191
http://www.lidl-shop.nl/;145;625;337;4;9;343;169;18;162;31;9;421;170;0;33;57;3;33;3;4;8;476;41;0;493;0;165;1;282;44;41;34;1;577;388;354;0;0;42;163;419;128846;139
http://www.lookx.com;0;0;0;0;0;21;0;10;121;0;0;2;2;0;14;0;1;0;0;0;120;386;241;0;1677;0;1;5;1;0;10;0;0;2;120;243;0;0;242;0;0;87649;120
http://www.mediamarkt.nl;1;1304;71;132;0;19627;3007;31;15;85;12;0;31;2;52;346;182;5;3;2;2287;31808;1046;0;946;0;867;1;2;1;8724;100;9;0;1431;9728;0;490;1;1;834;1857867;447
http://www.miele.nl;1;44;51;0;8;83;21;5;16;9;2;6;8;0;65;4;6;22;1;0;18;234;130;1;104;0;29;5;3;3;6;13;1;20;90;40;1;0;6;9;16;30335;36
http://www.paradigit.nl;487;1240;39;256;0;795;251;1;242;3;0;481;557;25;18344;97;61;11;0;0;1639;6532;668;967;766;0;0;11;1;493;2;3;0;987;3183;4782;2151;1029;0;2;14;713636;253
http://www.petsplace.nl;3;900;161;2;0;6209;394;229;508;4;6;229;5;0;197;178;647;20;12;228;977;3462;2308;0;832;0;2;0;12;260;227;4;0;11;864;3125;2;689;520;4;7;434617;223
http://www.philips.nl;0;10;12;0;0;6;3;1;1;1;0;0;20;0;24;9;0;3;0;0;97;500;248;2;44;0;0;0;2;1;0;1;0;4;476;3;2;0;0;1;18;72837;41
http://www.phonehouse.nl;1;132;25;48;0;176;124;0;21;1;1;9;326;0;30;6;1;2;0;252;445;1150;171;0;5;0;10;2;1;0;1;3;2;3;523;1663;1;646;535;10;112;133590;123
http://www.prenatal.nl;0;15;134;168;6;379;101;4;31;8;0;84;107;1;25;16;1;14;10;27;276;4265;75;0;1290;0;82;0;5;0;0;11;1;179;264;982;0;285;240;4;86;158603;85
http://www.primera.nl;0;311;239;115;114;1515;396;20;41;10;107;0;555;0;96;45;7;114;948;9;235;2769;116;0;32;0;21;14;7;4;20;14;2;400;833;1738;339;748;1;506;109;336756;108
http://www.profile.nl;0;50;0;0;0;158;12;0;0;0;0;0;2;1;13;33;3;0;0;0;25;18;8;0;9;0;0;0;0;0;0;110;90;0;34;50;0;0;50;0;0;24699;118
http://www.shoeby.nl;511;1035;198;179;9;468;379;7;14;12;7;172;715;0;932;16;129;16;1207;3;441;1263;211;1;933;0;364;1;2;2;7;17;1;174;2797;4057;10;1912;0;865;185;401482;170
http://www.sixt.nl;0;1678;2123;5;221;801;0;0;1;4;0;0;1145;0;1130;0;2;4;703;1855;0;472;1;1;0;0;0;1;0;0;0;2035;1129;476;1183;0;0;0;0;939;685;998695;258
http://www.taartendecoratie.nl;10;268;792;0;0;256;0;253;253;0;0;259;4;0;4;0;0;0;13;0;785;7178;1790;0;383;0;0;0;253;1013;253;0;0;10;526;5331;0;0;4302;5;263;189509;253
http://www.thesting.com/nl-nl/;0;108;0;4;0;437;221;0;216;0;0;108;213;0;0;0;2;0;0;0;15;1942;0;0;662;0;0;0;0;0;0;0;0;0;325;328;0;216;0;108;108;187848;108
http://www.thuisbezorgd.nl;0;152;176;2;0;1214;1148;0;74;0;10;0;7;0;10;0;0;1;0;0;27;0;0;4;0;0;0;0;1;0;0;0;0;0;272;7;1;0;0;0;2;55140;82
http://www.topsnoep.nl;0;516;341;0;0;0;0;0;0;0;0;172;1;0;1;0;0;0;0;0;177;1581;182;0;3;0;0;0;0;6;0;0;0;0;0;700;0;1;180;1;169;102258;172
http://www.tui.nl;0;0;7;0;0;0;0;0;1;4;0;17;5;0;3;2;1;2;2;0;7;6;4;0;2;0;0;0;0;0;0;4;0;0;174;10;0;8;2;20;20;20009;17
http://www.vacansoleil.nl;0;0;20;0;0;3;2;0;143;341;0;116;5;0;3;3;2;2;53;4;1130;16;4;1;6;0;0;1;0;1;1;341;0;0;35;41;0;5;0;227;57;321164;113
http://www.vanharen.nl;0;202;12;0;0;265;105;0;39;3;202;0;584;0;34;85;30;0;0;0;16;3727;12;0;1607;0;3;0;76;2;10;6;3;10;124;147;101;18;0;1;107;184363;166
http://www.wefashion.nl;110;1651;460;0;7;395;4;5;73;2;155;423;9;0;19;5;7;229;119;0;1740;12095;115;0;1357;0;28;2;1;1;4;4;0;634;241;291;111;13;1;0;219;273343;108
http://www.welkoop.nl;1;1406;75;615;7;1157;382;8;394;14;10;362;2348;0;4987;418;53;13;12;747;4952;7607;1026;0;212;0;723;0;352;1;16;28;8;18;824;3771;0;1224;731;2;12;722841;351
http://www.wijnbergermode.nl;0;111;129;0;9;344;106;6;286;4;171;3;107;0;25;9;15;9;100;5;8;529;141;2;133;0;23;1;3;2;8;6;0;8;56;475;1;0;397;4;563;80209;96
http://www.woerdmankookgoedkoop.nl;0;249;166;0;0;83;0;83;166;0;0;83;83;0;415;0;0;0;0;0;0;249;249;0;581;0;0;0;0;83;0;0;0;0;166;1328;249;249;0;0;0;70965;83
http://www.zara.com/nl/;0;456;147;30;0;510;10;40;40;90;0;0;61;0;505;91;10;112;0;0;237;31175;195;0;959;0;0;22;10;130;30;90;0;30;2667;764;50;464;0;2;60;292058;507
http://www.ziggo.nl;10;100;167;10;0;783;300;1;96;30;15;190;1232;2;37;4;0;52;12;0;2478;932;237;0;146;0;0;21;5;2;10;43;3;85;613;53;2;11;0;8;315;363071;149
